SVC_CD|MODIFIER_1|FEE|AS_OF_DATE
51610|UB|35.00|20231001
51610|UA|15.00|20231001
51700|UB|35.00|20231001
51700|UA|15.00|20231001
51701|UB|35.00|20231001
51701|UA|15.00|20231001
51702|UB|35.00|20231001
51702|UA|15.00|20231001
51703|UB|35.00|20231001
51703|UA|15.00|20231001
51710|UB|90.00|20231001
51710|UA|61.00|20231001
51715|UB|90.00|20231001
51715|UA|61.00|20231001
51720|UB|90.00|20231001
51720|UA|61.00|20231001
51725|UA|15.00|20231001
51725|UB|35.00|20231001
51726|UB|35.00|20231001
51726|UA|15.00|20231001
51728|UB|45.00|20231001
51728|UA|15.00|20231001
51729|UB|45.00|20231001
51729|UA|15.00|20231001
51736|UB|35.00|20231001
51736|UA|15.00|20231001
51741|UB|35.00|20231001
51741|UA|15.00|20231001
51784|UB|35.00|20231001
51784|UA|15.00|20231001
51785|UB|35.00|20231001
51785|UA|15.00|20231001
51792|UB|35.00|20231001
51792|UA|15.00|20231001
51797|UB|35.00|20231001
51797|UA|15.00|20231001
51798|UB|35.00|20231001
51798|UA|15.00|20231001
51800|UA|40.00|20231001
51800|UB|70.00|20231001
51820|UA|30.00|20231001
51820|UB|60.00|20231001
51840|UA|35.00|20231001
51840|UB|65.00|20231001
51841|UA|40.00|20231001
51841|UB|70.00|20231001
51845|UA|30.00|20231001
51845|UB|60.00|20231001
51860|UA|30.00|20231001
51860|UB|60.00|20231001
51865|UA|35.00|20231001
51865|UB|65.00|20231001
51880|UA|30.00|20231001
51880|UB|60.00|20231001
51900|UA|40.00|20231001
51900|UB|70.00|20231001
51920|UA|27.00|20231001
51920|UB|57.00|20231001
51925|UA|40.00|20231001
51925|UB|70.00|20231001
51940|UA|35.00|20231001
51940|UB|65.00|20231001
51960|UA|65.00|20231001
51960|UB|95.00|20231001
51980|UA|30.00|20231001
51980|UB|60.00|20231001
51990|UA|130.00|20231001
51990|UB|160.00|20231001
51992|UA|130.00|20231001
51992|UB|160.00|20231001
51999|UA|130.00|20231001
51999|UB|160.00|20231001
52001|UB|65.00|20231001
52001|UA|35.00|20231001
52005|UB|65.00|20231001
52005|UA|35.00|20231001
52007|UB|65.00|20231001
52007|UA|35.00|20231001
52010|UB|65.00|20231001
52010|UA|35.00|20231001
52214|UB|65.00|20231001
52214|UA|35.00|20231001
52224|UB|65.00|20231001
52224|UA|35.00|20231001
52234|UB|65.00|20231001
52234|UA|35.00|20231001
52235|UB|65.00|20231001
52235|UA|35.00|20231001
52240|UB|65.00|20231001
52240|UA|35.00|20231001
52250|UB|65.00|20231001
52250|UA|35.00|20231001
52260|UB|65.00|20231001
52260|UA|35.00|20231001
52265|UB|65.00|20231001
52265|UA|35.00|20231001
52270|UB|65.00|20231001
52270|UA|35.00|20231001
52275|UB|65.00|20231001
52275|UA|35.00|20231001
52276|UB|65.00|20231001
52276|UA|35.00|20231001
52277|UB|65.00|20231001
52277|UA|35.00|20231001
52281|UB|65.00|20231001
52281|UA|35.00|20231001
52282|UB|65.00|20231001
52282|UA|35.00|20231001
52283|UB|65.00|20231001
52283|UA|35.00|20231001
52285|UB|65.00|20231001
52285|UA|35.00|20231001
52287|UB|65.00|20231001
52287|UA|35.00|20231001
52290|UB|65.00|20231001
52290|UA|35.00|20231001
52300|UB|65.00|20231001
52300|UA|35.00|20231001
52301|UB|65.00|20231001
52301|UA|35.00|20231001
52305|UB|65.00|20231001
52305|UA|35.00|20231001
52310|UB|65.00|20231001
52310|UA|35.00|20231001
52315|UB|65.00|20231001
52315|UA|35.00|20231001
52317|UB|65.00|20231001
52317|UA|35.00|20231001
52318|UB|65.00|20231001
52318|UA|35.00|20231001
52320|UB|65.00|20231001
52320|UA|35.00|20231001
52325|UB|65.00|20231001
52325|UA|35.00|20231001
52327|UB|65.00|20231001
52327|UA|35.00|20231001
52330|UB|65.00|20231001
52330|UA|35.00|20231001
52332|UB|65.00|20231001
52332|UA|35.00|20231001
52334|UB|65.00|20231001
52334|UA|35.00|20231001
52342|UB|65.00|20231001
52342|UA|35.00|20231001
52343|UB|65.00|20231001
52343|UA|35.00|20231001
52344|UB|65.00|20231001
52344|UA|35.00|20231001
52345|UB|65.00|20231001
52345|UA|35.00|20231001
52346|UB|65.00|20231001
52346|UA|35.00|20231001
52352|UB|65.00|20231001
52352|UA|35.00|20231001
52353|UB|65.00|20231001
52353|UA|35.00|20231001
52354|UB|65.00|20231001
52354|UA|35.00|20231001
52355|UB|65.00|20231001
52355|UA|35.00|20231001
52356|UB|65.00|20231001
52356|UA|35.00|20231001
52400|UB|65.00|20231001
52400|UA|35.00|20231001
52402|UA|35.00|20231001
52402|UB|65.00|20231001
52441|UA|35.00|20231001
52441|UB|65.00|20231001
52442|UB|65.00|20231001
52442|UA|35.00|20231001
52450|UA|35.00|20231001
52450|UB|65.00|20231001
52601|UB|65.00|20231001
52601|UA|35.00|20231001
52630|UB|65.00|20231001
52630|UA|35.00|20231001
52640|UB|65.00|20231001
52640|UA|35.00|20231001
52647|UB|65.00|20231001
52647|UA|35.00|20231001
52648|UB|65.00|20231001
52648|UA|35.00|20231001
52649|UB|65.00|20231001
52649|UA|35.00|20231001
52700|UB|65.00|20231001
52700|UA|35.00|20231001
53010|UB|65.00|20231001
53010|UA|35.00|20231001
53025|UB|55.00|20231001
53025|UA|25.00|20231001
53040|UA|30.00|20231001
53040|UB|60.00|20231001
53080|UB|55.00|20231001
53080|UA|25.00|20231001
53085|UB|55.00|20231001
53085|UA|25.00|20231001
53200|UA|25.00|20231001
53200|UB|55.00|20231001
53215|UB|60.00|20231001
53215|UA|30.00|20231001
53220|UA|30.00|20231001
53220|UB|60.00|20231001
53230|UA|21.00|20231001
53230|UB|51.00|20231001
53235|UA|30.00|20231001
53235|UB|60.00|20231001
53240|UA|25.00|20231001
53240|UB|55.00|20231001
53250|UA|30.00|20231001
53250|UB|60.00|20231001
53265|UB|47.00|20231001
53265|UA|17.00|20231001
53270|UB|47.00|20231001
53270|UA|17.00|20231001
53275|UB|47.00|20231001
53275|UA|17.00|20231001
53400|UA|35.00|20231001
53400|UB|65.00|20231001
53405|UB|53.00|20231001
53405|UA|23.00|20231001
53410|UB|53.00|20231001
53410|UA|23.00|20231001
53415|UB|53.00|20231001
53415|UA|23.00|20231001
53420|UB|53.00|20231001
53420|UA|23.00|20231001
53425|UB|53.00|20231001
53425|UA|23.00|20231001
53430|UA|35.00|20231001
53430|UB|65.00|20231001
53431|UA|35.00|20231001
53431|UB|65.00|20231001
53440|UA|30.00|20231001
53440|UB|60.00|20231001
53442|UA|20.00|20231001
53442|UB|50.00|20231001
53445|UB|55.00|20231001
53445|UA|25.00|20231001
53446|UB|55.00|20231001
53446|UA|25.00|20231001
53447|UB|55.00|20231001
53447|UA|25.00|20231001
53448|UB|55.00|20231001
53448|UA|25.00|20231001
53449|UA|23.00|20231001
53449|UB|53.00|20231001
53450|UA|23.00|20231001
53450|UB|53.00|20231001
53452|UB|40.00|20231001
53452|UA|35.00|20231001
53453|UB|40.00|20231001
53453|UA|35.00|20231001
53454|UB|40.00|20231001
53454|UA|35.00|20231001
53460|UB|53.00|20231001
53460|UA|23.00|20231001
53500|UA|30.00|20231001
53500|UB|60.00|20231001
53502|UA|25.00|20231001
53502|UB|55.00|20231001
53510|UB|50.00|20231001
53510|UA|20.00|20231001
53515|UB|50.00|20231001
53515|UA|20.00|20231001
53520|UA|19.00|20231001
53520|UB|49.00|20231001
53600|UA|15.00|20231001
53600|UB|15.00|20231001
53601|UB|15.00|20231001
53601|UA|15.00|20231001
53605|UA|15.00|20231001
53605|UB|45.00|20231001
53621|UB|15.00|20231001
53621|UA|15.00|20231001
53660|UA|15.00|20231001
53660|UB|15.00|20231001
53661|UB|15.00|20231001
53661|UA|15.00|20231001
53665|UA|15.00|20231001
53665|UB|35.00|20231001
53852|UB|55.00|20231001
53852|UA|50.00|20231001
53854|UB|55.00|20231001
53854|UA|50.00|20231001
53855|UA|65.00|20231001
53855|UB|95.00|20231001
53860|UA|50.00|20231001
53860|UB|55.00|20231001
54000|UA|17.00|20231001
54000|UB|37.00|20231001
54001|UB|37.00|20231001
54001|UA|17.00|20231001
54015|UA|20.00|20231001
54015|UB|50.00|20231001
54055|UB|10.00|20231001
54055|UA|10.00|20231001
54056|UB|10.00|20231001
54056|UA|10.00|20231001
54057|UB|10.00|20231001
54057|UA|10.00|20231001
54060|UA|15.00|20231001
54060|UB|35.00|20231001
54065|UA|20.00|20231001
54065|UB|40.00|20231001
54105|UB|37.00|20231001
54105|UA|17.00|20231001
54110|UA|20.00|20231001
54110|UB|50.00|20231001
54111|UA|23.00|20231001
54111|UB|53.00|20231001
54112|UA|25.00|20231001
54112|UB|55.00|20231001
54115|UA|20.00|20231001
54115|UB|50.00|20231001
54120|UA|30.00|20231001
54120|UB|55.00|20231001
54125|UA|35.00|20231001
54125|UB|65.00|20231001
54130|UA|40.00|20231001
54130|UB|70.00|20231001
54135|UA|45.00|20231001
54135|UB|75.00|20231001
54150|UA|30.00|20231001
54150|UB|60.00|20231001
54160|UB|60.00|20231001
54160|UA|30.00|20231001
54161|UA|30.00|20231001
54161|UB|60.00|20231001
54162|UA|30.00|20231001
54162|UB|60.00|20231001
54163|UA|30.00|20231001
54163|UB|60.00|20231001
54164|UA|30.00|20231001
54164|UB|60.00|20231001
54200|UA|25.00|20231001
54200|UB|45.00|20231001
54220|UB|65.00|20231001
54220|UA|35.00|20231001
54230|UA|25.00|20231001
54230|UB|45.00|20231001
54235|UA|25.00|20231001
54235|UB|45.00|20231001
54240|UB|65.00|20231001
54240|UA|35.00|20231001
54250|UB|65.00|20231001
54250|UA|35.00|20231001
54300|UB|65.00|20231001
54300|UA|35.00|20231001
54304|UB|65.00|20231001
54304|UA|35.00|20231001
54308|UB|65.00|20231001
54308|UA|35.00|20231001
54312|UB|65.00|20231001
54312|UA|35.00|20231001
54316|UB|65.00|20231001
54316|UA|35.00|20231001
54318|UB|65.00|20231001
54318|UA|35.00|20231001
54322|UB|65.00|20231001
54322|UA|35.00|20231001
54324|UB|65.00|20231001
54324|UA|35.00|20231001
54326|UB|65.00|20231001
54326|UA|35.00|20231001
54328|UB|65.00|20231001
54328|UA|35.00|20231001
54332|UB|65.00|20231001
54332|UA|35.00|20231001
54336|UB|65.00|20231001
54336|UA|35.00|20231001
54340|UB|65.00|20231001
54340|UA|35.00|20231001
54344|UB|65.00|20231001
54344|UA|35.00|20231001
54348|UB|65.00|20231001
54348|UA|35.00|20231001
54352|UB|65.00|20231001
54352|UA|35.00|20231001
54360|UB|65.00|20231001
54360|UA|35.00|20231001
54380|UB|65.00|20231001
54380|UA|35.00|20231001
54385|UB|65.00|20231001
54385|UA|35.00|20231001
54390|UB|65.00|20231001
54390|UA|35.00|20231001
54400|UB|65.00|20231001
54400|UA|35.00|20231001
54401|UB|65.00|20231001
54401|UA|35.00|20231001
54406|UA|35.00|20231001
54406|UB|65.00|20231001
54408|UB|65.00|20231001
54408|UA|35.00|20231001
54410|UB|65.00|20231001
54410|UA|35.00|20231001
54411|UB|65.00|20231001
54411|UA|35.00|20231001
54415|UB|65.00|20231001
54415|UA|35.00|20231001
54416|UB|65.00|20231001
54416|UA|35.00|20231001
54417|UB|65.00|20231001
54417|UA|35.00|20231001
54420|UB|65.00|20231001
54420|UA|35.00|20231001
54430|UB|65.00|20231001
54430|UA|35.00|20231001
54435|UB|65.00|20231001
54435|UA|35.00|20231001
54437|UA|45.00|20231001
54437|UB|75.00|20231001
54438|UB|75.00|20231001
54438|UA|45.00|20231001
54450|UB|65.00|20231001
54450|UA|35.00|20231001
54500|UB|65.00|20231001
54500|UA|35.00|20231001
54505|UB|65.00|20231001
54505|UA|35.00|20231001
54512|UB|65.00|20231001
54512|UA|35.00|20231001
54520|UB|65.00|20231001
54520|UA|35.00|20231001
54522|UA|35.00|20231001
54522|UB|65.00|20231001
54530|UA|40.00|20231001
54530|UB|70.00|20231001
54535|UA|40.00|20231001
54535|UB|70.00|20231001
54600|UA|35.00|20231001
54600|UB|65.00|20231001
54620|UA|35.00|20231001
54620|UB|65.00|20231001
54650|UA|35.00|20231001
54650|UB|65.00|20231001
54660|UA|55.00|20231001
54660|UB|85.00|20231001
54670|UA|25.00|20231001
54670|UB|55.00|20231001
54680|UA|45.00|20231001
54680|UB|75.00|20231001
54690|UA|130.00|20231001
54690|UB|160.00|20231001
54692|UA|130.00|20231001
54692|UB|160.00|20231001
54700|UA|25.00|20231001
54700|UB|55.00|20231001
54830|UA|35.00|20231001
54830|UB|65.00|20231001
54840|UA|35.00|20231001
54840|UB|65.00|20231001
54860|UA|28.00|20231001
54860|UB|58.00|20231001
54861|UB|58.00|20231001
54861|UA|28.00|20231001
54865|UA|35.00|20231001
54865|UB|65.00|20231001
54900|UA|30.00|20231001
54900|UB|60.00|20231001
54901|UB|60.00|20231001
54901|UA|30.00|20231001
55000|UA|25.00|20231001
55000|UB|55.00|20231001
55041|UB|60.00|20231001
55041|UA|30.00|20231001
55060|UB|60.00|20231001
55060|UA|30.00|20231001
55110|UB|60.00|20231001
55110|UA|30.00|20231001
55120|UB|60.00|20231001
55120|UA|30.00|20231001
55150|UA|30.00|20231001
55150|UB|60.00|20231001
55180|UB|65.00|20231001
55180|UA|35.00|20231001
55200|UA|25.00|20231001
55200|UB|55.00|20231001
55250|UA|30.00|20231001
55250|UB|44.00|20231001
55300|UA|25.00|20231001
55300|UB|55.00|20231001
55520|UB|65.00|20231001
55520|UA|35.00|20231001
55535|UB|65.00|20231001
55535|UA|35.00|20231001
55540|UB|65.00|20231001
55540|UA|35.00|20231001
55550|UA|130.00|20231001
55550|UB|160.00|20231001
55559|UA|130.00|20231001
55559|UB|160.00|20231001
55600|UA|25.00|20231001
55600|UB|55.00|20231001
55605|UA|30.00|20231001
55605|UB|60.00|20231001
55680|UB|60.00|20231001
55680|UA|30.00|20231001
55700|UA|25.00|20231001
55700|UB|55.00|20231001
55705|UA|35.00|20231001
55705|UB|65.00|20231001
55706|UB|65.00|20231001
55706|UA|35.00|20231001
55725|UB|65.00|20231001
55725|UA|35.00|20231001
55810|UB|70.00|20231001
55810|UA|40.00|20231001
55815|UB|75.00|20231001
55815|UA|45.00|20231001
55831|UB|70.00|20231001
55831|UA|40.00|20231001
55842|UB|75.00|20231001
55842|UA|45.00|20231001
55845|UA|50.00|20231001
55845|UB|80.00|20231001
55862|UB|65.00|20231001
55862|UA|35.00|20231001
55865|UA|40.00|20231001
55865|UB|70.00|20231001
55866|UA|130.00|20231001
55866|UB|160.00|20231001
55867|UB|160.00|20231001
55867|UA|130.00|20231001
55875|UB|70.00|20231001
55875|UA|40.00|20231001
55876|UB|70.00|20231001
55876|UA|40.00|20231001
55880|UA|35.00|20231001
55880|UB|65.00|20231001
55899|UA|20.00|20231001
55899|UB|40.00|20231001
55920|UA|11.00|20231001
55920|UB|11.00|20231001
56405|UB|63.00|20231001
56405|UA|33.00|20231001
56420|UB|63.00|20231001
56420|UA|33.00|20231001
56440|UB|63.00|20231001
56440|UA|33.00|20231001
56441|UA|28.00|20231001
56441|UB|58.00|20231001
56442|UA|33.00|20231001
56442|UB|63.00|20231001
56501|UA|15.00|20231001
56501|UB|40.00|20231001
56515|UA|15.00|20231001
56515|UB|40.00|20231001
56605|UA|15.00|20231001
56605|UB|40.00|20231001
56606|UA|15.00|20231001
56606|UB|40.00|20231001
56620|UA|30.00|20231001
56620|UB|60.00|20231001
56625|UA|40.00|20231001
56625|UB|70.00|20231001
56631|UB|65.00|20231001
56631|UA|35.00|20231001
56632|UB|65.00|20231001
56632|UA|35.00|20231001
56634|UB|70.00|20231001
56634|UA|40.00|20231001
56637|UA|40.00|20231001
56637|UB|70.00|20231001
56640|UA|40.00|20231001
56640|UB|70.00|20231001
56700|UA|30.00|20231001
56700|UB|60.00|20231001
56740|UA|25.00|20231001
56740|UB|55.00|20231001
56805|UB|55.00|20231001
56805|UA|25.00|20231001
56810|UB|55.00|20231001
56810|UA|25.00|20231001
56820|UA|25.00|20231001
56820|UB|55.00|20231001
56821|UA|25.00|20231001
56821|UB|55.00|20231001
57010|UB|37.00|20231001
57010|UA|17.00|20231001
57020|UA|15.00|20231001
57020|UB|35.00|20231001
57022|UA|17.00|20231001
57022|UB|37.00|20231001
57023|UB|37.00|20231001
57023|UA|17.00|20231001
57065|UB|40.00|20231001
57065|UA|15.00|20231001
57105|UB|53.00|20231001
57105|UA|23.00|20231001
57107|UB|60.00|20231001
57107|UA|30.00|20231001
57109|UB|60.00|20231001
57109|UA|30.00|20231001
57110|UB|60.00|20231001
57110|UA|30.00|20231001
57111|UB|60.00|20231001
57111|UA|30.00|20231001
57112|UB|60.00|20231001
57112|UA|30.00|20231001
57120|UA|25.00|20231001
57120|UB|55.00|20231001
57130|UA|30.00|20231001
57130|UB|60.00|20231001
57135|UA|25.00|20231001
57135|UB|55.00|20231001
57150|UA|11.00|20231001
57150|UB|11.00|20231001
57155|UA|11.00|20231001
57155|UB|11.00|20231001
57156|UB|11.00|20231001
57156|UA|11.00|20231001
57160|UA|11.00|20231001
57160|UB|11.00|20231001
57170|UA|8.00|20231001
57170|UB|8.00|20231001
57180|UA|30.00|20231001
57180|UB|60.00|20231001
57210|UB|57.00|20231001
57210|UA|27.00|20231001
57230|UB|65.00|20231001
57230|UA|35.00|20231001
57240|UB|65.00|20231001
57240|UA|35.00|20231001
57250|UA|25.00|20231001
57250|UB|55.00|20231001
57265|UB|65.00|20231001
57265|UA|35.00|20231001
57267|UA|35.00|20231001
57267|UB|65.00|20231001
57268|UA|25.00|20231001
57268|UB|55.00|20231001
57280|UB|65.00|20231001
57280|UA|35.00|20231001
57282|UB|65.00|20231001
57282|UA|35.00|20231001
57283|UB|65.00|20231001
57283|UA|35.00|20231001
57284|UB|65.00|20231001
57284|UA|35.00|20231001
57285|UB|65.00|20231001
57285|UA|35.00|20231001
57287|UB|65.00|20231001
57287|UA|35.00|20231001
57288|UB|65.00|20231001
57288|UA|35.00|20231001
57289|UB|65.00|20231001
57289|UA|35.00|20231001
57291|UB|65.00|20231001
57291|UA|35.00|20231001
57292|UA|40.00|20231001
57292|UB|70.00|20231001
57295|UA|35.00|20231001
57295|UB|65.00|20231001
57296|UA|40.00|20231001
57296|UB|70.00|20231001
57300|UA|25.00|20231001
57300|UB|55.00|20231001
57305|UA|35.00|20231001
57305|UB|65.00|20231001
57307|UA|35.00|20231001
57307|UB|65.00|20231001
57308|UB|65.00|20231001
57308|UA|35.00|20231001
57310|UA|25.00|20231001
57310|UB|55.00|20231001
57311|UA|40.00|20231001
57311|UB|70.00|20231001
57330|UB|55.00|20231001
57330|UA|25.00|20231001
57335|UA|35.00|20231001
57335|UB|65.00|20231001
57400|UA|17.00|20231001
57400|UB|47.00|20231001
57410|UA|9.00|20231001
57410|UB|30.00|20231001
57415|UA|12.00|20231001
57415|UB|42.00|20231001
57420|UA|25.00|20231001
57420|UB|55.00|20231001
57421|UA|25.00|20231001
57421|UB|55.00|20231001
57423|UA|35.00|20231001
57423|UB|65.00|20231001
57425|UA|130.00|20231001
57425|UB|160.00|20231001
57426|UA|40.00|20231001
57426|UB|70.00|20231001
57452|UB|60.00|20231001
57452|UA|30.00|20231001
57454|UB|60.00|20231001
57454|UA|30.00|20231001
57455|UB|60.00|20231001
57455|UA|30.00|20231001
57456|UB|60.00|20231001
57456|UA|30.00|20231001
57460|UB|60.00|20231001
57460|UA|30.00|20231001
57461|UB|60.00|20231001
57461|UA|30.00|20231001
57465|UA|30.00|20231001
57465|UB|60.00|20231001
57500|UA|30.00|20231001
57500|UB|44.00|20231001
57505|UA|30.00|20231001
57505|UB|44.00|20231001
57510|UA|11.00|20231001
57510|UB|31.00|20231001
57511|UA|11.00|20231001
57511|UB|31.00|20231001
57513|UA|20.00|20231001
57513|UB|20.00|20231001
57520|UA|30.00|20231001
57520|UB|60.00|20231001
57522|UA|30.00|20231001
57522|UB|60.00|20231001
57530|UA|30.00|20231001
57530|UB|60.00|20231001
57531|UA|40.00|20231001
57531|UB|70.00|20231001
57540|UA|40.00|20231001
57540|UB|70.00|20231001
57545|UA|40.00|20231001
57545|UB|70.00|20231001
57550|UA|30.00|20231001
57550|UB|60.00|20231001
57555|UA|35.00|20231001
57555|UB|65.00|20231001
57556|UB|65.00|20231001
57556|UA|35.00|20231001
57558|UA|40.00|20231001
57558|UB|70.00|20231001
57700|UA|17.00|20231001
57700|UB|47.00|20231001
57720|UA|20.00|20231001
57720|UB|50.00|20231001
57800|UA|15.00|20231001
57800|UB|35.00|20231001
58100|UA|30.00|20231001
58100|UB|60.00|20231001
58110|UA|25.00|20231001
58110|UB|55.00|20231001
58120|UA|30.00|20231001
58120|UB|44.00|20231001
58145|UB|60.00|20231001
58145|UA|30.00|20231001
58146|UB|60.00|20231001
58146|UA|30.00|20231001
58152|UB|70.00|20231001
58152|UA|40.00|20231001
58180|UB|70.00|20231001
58180|UA|40.00|20231001
58200|UB|70.00|20231001
58200|UA|40.00|20231001
58210|UA|45.00|20231001
58210|UB|75.00|20231001
58240|UA|105.00|20231001
58240|UB|135.00|20231001
58260|UA|35.00|20231001
58260|UB|65.00|20231001
58262|UA|40.00|20231001
58262|UB|70.00|20231001
58263|UB|70.00|20231001
58263|UA|40.00|20231001
58267|UB|70.00|20231001
58267|UA|40.00|20231001
58270|UB|70.00|20231001
58270|UA|40.00|20231001
58280|UB|65.00|20231001
58280|UA|35.00|20231001
58285|UA|40.00|20231001
58285|UB|70.00|20231001
58291|UB|70.00|20231001
58291|UA|40.00|20231001
58292|UB|70.00|20231001
58292|UA|40.00|20231001
58293|UB|70.00|20231001
58293|UA|40.00|20231001
58294|UB|70.00|20231001
58294|UA|40.00|20231001
58300|UA|10.00|20231001
58300|UB|30.00|20231001
58301|UA|10.00|20231001
58301|UB|24.00|20231001
58340|UA|15.00|20231001
58340|UB|35.00|20231001
58346|UA|11.00|20231001
58346|UB|11.00|20231001
58350|UA|35.00|20231001
58350|UB|65.00|20231001
58353|UA|30.00|20231001
58353|UB|60.00|20231001
58356|UA|30.00|20231001
58356|UB|60.00|20231001
58520|UA|41.00|20231001
58520|UB|65.00|20231001
58542|UB|160.00|20231001
58542|UA|130.00|20231001
58543|UB|160.00|20231001
58543|UA|130.00|20231001
58544|UB|160.00|20231001
58544|UA|130.00|20231001
58545|UB|160.00|20231001
58545|UA|130.00|20231001
58546|UB|160.00|20231001
58546|UA|130.00|20231001
58548|UB|160.00|20231001
58548|UA|130.00|20231001
58550|UB|160.00|20231001
58550|UA|130.00|20231001
58552|UB|160.00|20231001
58552|UA|130.00|20231001
58553|UB|160.00|20231001
58553|UA|130.00|20231001
58554|UB|160.00|20231001
58554|UA|130.00|20231001
58558|UB|65.00|20231001
58558|UA|35.00|20231001
58559|UB|65.00|20231001
58559|UA|35.00|20231001
58560|UB|65.00|20231001
58560|UA|35.00|20231001
58561|UB|65.00|20231001
58561|UA|35.00|20231001
58562|UB|65.00|20231001
58562|UA|35.00|20231001
58563|UB|65.00|20231001
58563|UA|35.00|20231001
58565|UA|245.00|20231001
58565|UB|245.00|20231001
58571|UB|160.00|20231001
58571|UA|130.00|20231001
58572|UB|160.00|20231001
58572|UA|130.00|20231001
58573|UB|160.00|20231001
58573|UA|130.00|20231001
58575|UB|160.00|20231001
58575|UA|130.00|20231001
58578|UB|160.00|20231001
58578|UA|130.00|20231001
58579|UA|35.00|20231001
58579|UB|65.00|20231001
58605|UB|71.00|20231001
58605|UA|41.00|20231001
58611|UA|50.00|20231001
58611|UB|80.00|20231001
58615|UA|61.00|20231001
58615|UB|90.00|20231001
58661|UB|160.00|20231001
58661|UA|130.00|20231001
58662|UB|160.00|20231001
58662|UA|130.00|20231001
58670|UB|160.00|20231001
58670|UA|130.00|20231001
58671|UB|160.00|20231001
58671|UA|130.00|20231001
58672|UB|160.00|20231001
58672|UA|130.00|20231001
58673|UB|160.00|20231001
58673|UA|130.00|20231001
58674|UB|160.00|20231001
58674|UA|130.00|20231001
58679|UB|160.00|20231001
58679|UA|130.00|20231001
58720|UB|75.00|20231001
58720|UA|41.00|20231001
58740|UA|35.00|20231001
58740|UB|65.00|20231001
58805|UB|71.00|20231001
58805|UA|41.00|20231001
58820|UB|71.00|20231001
58820|UA|41.00|20231001
58822|UA|45.00|20231001
58822|UB|75.00|20231001
58825|UA|40.00|20231001
58825|UB|70.00|20231001
58920|UB|68.00|20231001
58920|UA|38.00|20231001
58925|UB|68.00|20231001
58925|UA|38.00|20231001
58940|UB|68.00|20231001
58940|UA|38.00|20231001
58943|UB|75.00|20231001
58943|UA|45.00|20231001
58950|UA|41.00|20231001
58950|UB|75.00|20231001
58952|UB|75.00|20231001
58952|UA|45.00|20231001
58953|UB|75.00|20231001
58953|UA|45.00|20231001
58954|UB|75.00|20231001
58954|UA|45.00|20231001
58956|UA|45.00|20231001
58956|UB|75.00|20231001
58957|UA|45.00|20231001
58957|UB|75.00|20231001
58958|UB|75.00|20231001
58958|UA|45.00|20231001
58960|UA|45.00|20231001
58960|UB|75.00|20231001
59001|UB|19.00|20231001
59001|UA|19.00|20231001
59012|UB|19.00|20231001
59012|UA|19.00|20231001
59015|UB|19.00|20231001
59015|UA|19.00|20231001
59020|UA|5.00|20231001
59020|UB|5.00|20231001
59025|UA|8.00|20231001
59025|UB|8.00|20231001
59030|UA|8.00|20231001
59030|UB|8.00|20231001
59050|UA|8.00|20231001
59050|UB|8.00|20231001
59072|UB|70.00|20231001
59072|UA|40.00|20231001
59074|UB|70.00|20231001
59074|UA|40.00|20231001
59076|UB|70.00|20231001
59076|UA|40.00|20231001
59100|UA|40.00|20231001
59100|UB|70.00|20231001
59121|UB|70.00|20231001
59121|UA|40.00|20231001
59130|UB|70.00|20231001
59130|UA|40.00|20231001
59135|UB|70.00|20231001
59135|UA|40.00|20231001
59136|UB|70.00|20231001
59136|UA|40.00|20231001
59140|UB|70.00|20231001
59140|UA|40.00|20231001
59150|UA|40.00|20231001
59150|UB|70.00|20231001
59151|UA|37.00|20231001
59151|UB|67.00|20231001
59160|UA|35.00|20231001
59160|UB|65.00|20231001
59320|UA|17.00|20231001
59320|UB|47.00|20231001
59325|UA|17.00|20231001
59325|UB|47.00|20231001
59350|UA|45.00|20231001
59350|UB|75.00|20231001
59400|UA|40.00|20231001
59400|UB|70.00|20231001
59409|UA|40.00|20231001
59409|UB|70.00|20231001
59410|UA|40.00|20231001
59410|UB|70.00|20231001
59412|UA|40.00|20231001
59412|UB|70.00|20231001
59414|UA|35.00|20231001
59414|UB|65.00|20231001
59510|UA|65.00|20231001
59510|UB|95.00|20231001
59514|UA|65.00|20231001
59514|UB|95.00|20231001
59515|UA|65.00|20231001
59515|UB|95.00|20231001
59525|UB|70.00|20231001
59525|UA|40.00|20231001
59610|UA|40.00|20231001
59610|UB|70.00|20231001
59612|UA|40.00|20231001
59612|UB|70.00|20231001
59618|UA|65.00|20231001
59618|UB|95.00|20231001
59620|UA|65.00|20231001
59620|UB|95.00|20231001
59812|UA|45.00|20231001
59812|UB|75.00|20231001
59820|UA|25.00|20231001
59820|UB|25.00|20231001
59821|UA|45.00|20231001
59821|UB|75.00|20231001
59830|UA|40.00|20231001
59830|UB|70.00|20231001
59840|UA|40.00|20231001
59840|UB|54.00|20231001
59841|UA|45.00|20231001
59841|UB|59.00|20231001
59850|UA|20.00|20231001
59850|UB|20.00|20231001
59851|UA|35.00|20231001
59851|UB|65.00|20231001
59852|UA|35.00|20231001
59852|UB|65.00|20231001
59856|UB|60.00|20231001
59856|UA|30.00|20231001
59857|UB|60.00|20231001
59857|UA|30.00|20231001
59870|UA|40.00|20231001
59870|UB|70.00|20231001
59871|UA|40.00|20231001
59871|UB|70.00|20231001
59897|UA|40.00|20231001
